Date,GDP_Growth,Unemployment_Rate,Exchange_Rate,Interest_Rate,Money_Supply,Consumer_Confidence_Index,Inflation_Rate
2020-10-01,4.137541083743484,3.6901274479551276,14224.172729729858,5.086590462925591,6240.315017022993,113.05478807154329,4.076591228755778
2020-11-01,4.718856235379514,5.410951252187612,14964.980321505262,5.192658689864419,6757.882963566874,100.21003841632759,2.616326218555975
2020-12-01,4.493584439832788,5.043523534119085,14265.024012299129,4.558071281899434,7633.455574593311,106.81952971294965,3.436160318360339
2021-01-01,5.157123666297637,4.850496324767066,14403.381545138298,5.076862552972764,6646.1652671906095,96.89733243406543,3.091671002869176
2021-02-01,4.545987962239394,5.045880388267751,14744.0551652109,5.029104359223,7221.909714073115,103.24166352488442,4.094901466608836
2021-03-01,4.293848149332354,4.006215542699554,14130.740705069813,4.428514851084689,7387.317026714669,98.69856945632316,2.595850857322424
2021-04-01,5.732824384460777,4.890164056081244,14568.237980381238,5.178893680174141,6536.534764210958,100.96995964992718,2.580139078909612
2021-05-01,4.8871118497567325,5.178556285755874,14892.142826284728,5.280392263184117,6970.2373219691,105.95157025436913,2.700303677277989
2021-06-01,5.033764102343962,5.738947022370758,14017.755029631631,5.541525621587638,5379.366329965464,91.81779316766527,1.9380521378450966
2021-07-01,4.287625906893272,4.740864890863176,14555.390157559692,5.526901026017452,6487.806179332855,120.9238727568546,2.7371224891596193
2021-08-01,4.727808637737409,4.595753198553406,14577.964838274527,4.311165316021454,6873.71592430342,89.93982618500299,2.620433669223151
2021-09-01,5.055461294854933,4.749121478207732,14734.546861533194,4.531087480042439,6376.1084090175755,87.85811387212269,3.075196893238104
2021-10-01,4.424503211288848,5.457701058851037,14128.914786736575,5.25751763360433,7816.205651965818,111.58110873500068,3.1708779878885798
2021-11-01,5.187849009172836,5.164375554829842,14103.863016074718,5.256892975456104,6284.929311019683,107.91662693962935,3.938085419607943
2021-12-01,4.699680655040598,4.735119898116481,14656.582469685069,5.257523843153024,6779.977756651508,106.24119817052156,3.475211919093025
2022-01-01,4.854153125103362,5.256633716556678,14589.095401969957,6.92636574532736,7065.370288643046,106.2834550926428,2.7115481721687984
2022-02-01,4.699146693885302,5.04853877467402,14575.147855103764,5.285445255346583,7720.636644533058,99.87753227153085,2.550792664325821
2022-03-01,5.926139092254469,5.484322495266444,14603.934462849093,5.567782820090299,6282.0689244102805,91.02745628514168,3.245959585753253
2022-04-01,4.993251387631033,4.648973453061323,14295.992583526453,5.477000881746601,7581.58187607748,100.75804558193727,2.339883396489679
2022-05-01,4.47114453552205,4.836168926701116,14569.6761091483,5.325695625652899,7005.116530509794,93.22838288487888,3.915729382927177
2022-06-01,5.411272456051594,4.803945923433921,14587.921741989605,4.842365377679827,6509.245674476025,109.7511973341775,3.5897200603606434
2022-07-01,4.389578175014488,4.268242525933941,14285.69457459209,5.379484610246633,7231.0517371316355,98.52942618497862,2.765412173947648
2022-08-01,5.104431797502378,5.148060138532288,15059.732353343426,4.613587392731214,7099.529847786735,91.74502803207488,2.143432735454561
2022-09-01,4.0201649380601125,5.130527636089945,14642.149876273535,4.881590696629996,6699.891561420603,96.78614158347007,3.676936187082706
2022-10-01,4.335906975550785,5.00255672832123,14142.608950839205,4.757318226085448,7034.901042495009,104.12931454275625,2.942730077373691
2022-11-01,5.098430617934562,4.882706433312427,14696.966082590148,5.040937069693161,6807.34320156912,94.36275447196026,3.618908155986731
2022-12-01,5.369233289997705,4.292314628974793,14207.595498931803,6.157329283336754,7056.758672625624,91.77779604433569,2.2027861706028165
2023-01-01,5.085684140594985,4.78967733861732,14736.125381122736,4.066367403704126,7331.065337260523,102.43687211491913,2.700312488523114
2023-02-01,4.9421758588058795,4.828642741736616,14847.57867370222,5.343130095187257,7793.008408072676,102.44966571108722,3.0026218498590915
2023-03-01,4.849448152205356,4.59886136538919,14253.795304494486,4.193642064405174,6381.092250586576,94.9305682462887,3.023490296882371
2023-04-01,4.260739004816286,4.919357144166995,14789.012838773297,4.764034067105284,8066.516687328133,95.28961694381677,2.774967264260378
2023-05-01,4.640077895802646,5.20202542840727,14623.834278080949,5.544475298483683,6023.956100238749,102.32049937357637,3.3114249661737496
2023-06-01,4.769680614520106,5.943092950605265,14746.618047998347,5.0321400095477316,6924.107452482208,85.51915658502676,2.466189785308703
2023-07-01,5.528561113109458,5.087288906415919,15069.037894796184,4.461127611035347,7294.158603242288,85.92536225623445,2.9288102574893533
2023-08-01,5.1718091447842305,5.128775195361382,14426.38356519914,4.642348145370016,7140.495933867516,92.81555778747564,3.0601478158559496
2023-09-01,4.118479922318633,4.962777042116916,14273.879150692754,5.339798874467338,6688.650240089703,97.86552848288153,3.2572194170293747
2023-10-01,5.162041984697398,4.040614392350479,14233.145671112343,4.634816684141431,6895.938874821362,103.10907565598005,3.355807439044445
2023-11-01,4.807458859791842,4.986743062275392,14255.256914510368,5.108229294790988,6753.499532670584,114.75356216949552,2.4376789540810653
2023-12-01,4.6615389998470205,5.0301151049705135,14476.869487175769,5.0227859199519065,6705.3176215278945,108.5765962320202,2.232942914632189
2024-01-01,5.305838144420434,6.231621056242643,14602.345592444994,4.674199826197092,7424.801048510512,98.40061470036574,3.6388384109492544
2024-02-01,5.515499761247975,4.903819517609438,14583.007239799006,6.071972044662663,7178.507742982523,99.80983792097311,3.166157005989796
2024-03-01,5.465640059558099,5.150773671166807,14748.154974710807,5.316959511159006,6653.545202369673,89.97470635362191,2.625756731721723
2024-04-01,4.580391238388681,4.982644115147378,14503.900567563373,3.9874287066711966,7449.799937716625,99.8148686400761,3.7755759877612616
2024-05-01,4.845393812074393,4.415660981190234,14936.060223147195,5.093227157384714,7153.649760438305,97.11341361079862,3.0578373171464293
2024-06-01,5.165631715701782,5.571411407257511,14420.602950028613,4.669106767615806,7406.43105941948,103.22718560338089,3.589648592031913
2024-07-01,5.48777256356118,5.375966516343387,15316.050749976886,5.426216667398112,7314.814420961806,91.72769056447677,3.0337592407050544
